Quincena Evaluada,N° Contrato,Detalle Orden,Repeticiones,Fechas_Atendidas,Soluciones,
ENE 2026 Q1,A9094,INTERNET LENTO,2,2026-01-06 16:07:00; 2026-01-08 11:00:00,CLIENTE NO CONTESTA; CAMBIO DE VLAN
ENE 2026 Q1,AP0412,SIN INTERNET,2,2026-01-08 04:57:00; 2026-01-10 06:19:00,CAMBIO DE VLAN; FALLA GENERAL
ENE 2026 Q1,AP1466,FALLA LOS,2,2026-01-05 12:55:00; 2026-01-09 10:06:00,FALLA LOS; CONECTOR DAñADO
ENE 2026 Q1,AP3857,SIN INTERNET,2,2026-01-08 00:52:00; 2026-01-10 10:38:00,CLIENTE NO CONTESTA; CONFIGURACION DE EQUIPO
ENE 2026 Q1,AP4590,INTERNET LENTO,2,2026-01-14 13:53:00; 2026-01-14 15:49:00,CLIENTE NO CONTESTA; REINICIAR EQUIPO
ENE 2026 Q1,AP5591,INTERNET LENTO,2,2026-01-04 21:39:00; 2026-01-05 07:26:00,CAMBIO DE VLAN; CLIENTE NO CONTESTA
ENE 2026 Q1,AP5675,CAIDAS SEGUIDAS DE INTERNET,2,2026-01-04 22:52:00; 2026-01-05 07:26:00,CAMBIO DE VLAN
ENE 2026 Q1,AP6060,SIN INTERNET,3,2026-01-12 11:48:00; 2026-01-12 15:20:00; 2026-01-13 08:48:00,CLIENTE NO CONTESTA; FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE; EQUIPO DAñADO
ENE 2026 Q1,BJ1219,INTERNET LENTO,2,2026-01-08 15:40:00; 2026-01-09 08:57:00,CAMBIO DE VLAN
ENE 2026 Q1,BQ10474,SIN INTERNET,2,2026-01-13 06:11:00; 2026-01-13 09:20:00,FALLA GENERAL; CLIENTE DESCONECTADO
ENE 2026 Q1,BQ10685,INTERNET LENTO,2,2026-01-09 08:09:00; 2026-01-09 10:54:00,DNS ERRADO; REINICIAR EQUIPO
ENE 2026 Q1,BQ1370,SIN INTERNET,2,2026-01-12 15:10:00; 2026-01-15 16:02:00,EQUIPO DAñADO; REINICIAR EQUIPO
ENE 2026 Q1,BQ14309,SIN INTERNET,2,2026-01-14 13:40:00; 2026-01-14 15:24:00,EQUIPO APAGADO; WIFI DESACTIVADO
ENE 2026 Q1,BQ15062,SIN INTERNET,2,2026-01-12 23:58:00; 2026-01-13 09:58:00,FALLA GENERAL; PAGO CONCILIADO
ENE 2026 Q1,BQ15300,INTERNET LENTO,4,2026-01-03 15:57:00; 2026-01-07 17:52:00; 2026-01-13 10:58:00; 2026-01-15 18:51:00,CLIENTE NO CONTESTA; CAMBIO DE VLAN
ENE 2026 Q1,BQ15495,INTERNET LENTO,2,2026-01-14 19:15:00; 2026-01-15 09:50:00,REINICIAR EQUIPO; CLIENTE NO CONTESTA
ENE 2026 Q1,BQ17003,CAIDAS SEGUIDAS DE INTERNET,2,2026-01-07 08:12:00; 2026-01-08 17:24:00,CLIENTE NO CONTESTA; REINICIAR EQUIPO
ENE 2026 Q1,BQ17092,SIN INTERNET,2,2026-01-05 09:37:00; 2026-01-08 15:44:00,REINICIAR EQUIPO; CONFIGURACION DE EQUIPO
ENE 2026 Q1,BQ17927,SIN INTERNET,2,2026-01-08 13:10:00; 2026-01-09 11:36:00,CLIENTE NO CONTESTA; CAMBIO DE VLAN
ENE 2026 Q1,BQ18593,INTERNET LENTO,3,2026-01-13 22:36:00; 2026-01-14 21:06:00; 2026-01-15 09:35:00,CAMBIO DE VLAN; FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE
ENE 2026 Q1,BQ19883,SIN INTERNET,2,2026-01-14 13:44:00; 2026-01-15 09:06:00,CLIENTE NO CONTESTA; CONFIGURACION DE EQUIPO
ENE 2026 Q1,BQ21924,CAIDAS SEGUIDAS DE INTERNET,2,2026-01-01 21:00:00; 2026-01-02 13:31:00,CAMBIO DE VLAN; CLIENTE NO CONTESTA
ENE 2026 Q1,BQ22693,INTERNET LENTO,2,2026-01-03 11:53:00; 2026-01-03 14:00:00,FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE; CAMBIO DE VLAN
ENE 2026 Q1,BQ24952,SIN INTERNET,2,2026-01-13 05:32:00; 2026-01-13 13:03:00,FALLA GENERAL; REINICIAR EQUIPO
ENE 2026 Q1,BQ29695,SIN INTERNET,2,2026-01-12 20:51:00; 2026-01-13 08:54:00,FALLA GENERAL; CONFIGURACION DE EQUIPO
ENE 2026 Q1,BQ37040,SIN INTERNET,2,2026-01-12 20:45:00; 2026-01-13 09:19:00,FALLA GENERAL; FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE
ENE 2026 Q1,BQ37800,SIN INTERNET,2,2026-01-12 22:05:00,FALLA GENERAL
ENE 2026 Q1,BQ37980,NO NAVEGA EN CIERTAS PAGINAS,2,2026-01-02 20:21:00; 2026-01-03 10:41:00,ATAQUE DHCP; CLIENTE NO CONTESTA
ENE 2026 Q1,BQ38147,INTERNET LENTO,3,2026-01-04 12:40:00; 2026-01-05 08:13:00; 2026-01-04 18:09:00,CAMBIO DE VLAN; EQUIPO APAGADO
ENE 2026 Q1,BQ38634,NO NAVEGA EN CIERTAS PAGINAS,3,2026-01-09 12:53:00; 2026-01-10 12:42:00; 2026-01-15 16:15:00,CAMBIO DE VLAN; ATAQUE DHCP
ENE 2026 Q1,BQ8406,SIN INTERNET,2,2026-01-13 09:57:00; 2026-01-13 11:48:00,FALLA GENERAL
ENE 2026 Q1,BQ8863,SIN INTERNET,15,2026-01-12 21:12:00,FALLA GENERAL
ENE 2026 Q1,BQ9927,SIN INTERNET,2,2026-01-13 11:17:00; 2026-01-13 12:16:00,FALLA GENERAL
ENE 2026 Q1,C10196,FALLA LOS,2,2026-01-08 12:42:00; 2026-01-08 16:28:00,CONFIGURACION DE EQUIPO; CONECTOR DAñADO
ENE 2026 Q1,C10310,CAIDAS SEGUIDAS DE INTERNET,2,2026-01-13 17:21:00; 2026-01-14 10:43:00,CAMBIO DE IP; CLIENTE NO CONTESTA
ENE 2026 Q1,C13719,SIN INTERNET,2,2026-01-12 11:42:00; 2026-01-13 08:35:00,FALLA LOS; CONFIGURACION DE EQUIPO
ENE 2026 Q1,C13788,SIN INTERNET,2,2026-01-07 20:38:00; 2026-01-11 09:38:00,CLIENTE NO CONTESTA; FALLA EN LA RED INTERNA
ENE 2026 Q1,C13882,CAIDAS SEGUIDAS DE INTERNET,2,2026-01-02 14:16:00; 2026-01-07 15:11:00,DNS ERRADO; REINICIAR EQUIPO
ENE 2026 Q1,C16487,FALLA LOS,2,2026-01-05 12:48:00; 2026-01-07 09:01:00,FALLA LOS; CONECTOR DAñADO
ENE 2026 Q1,C16693,SIN INTERNET,2,2026-01-09 13:56:00; 2026-01-13 13:50:00,CLIENTE NO CONTESTA
ENE 2026 Q1,C16745,SIN INTERNET,2,2026-01-04 17:56:00; 2026-01-04 20:12:00,CONFIGURACION DE EQUIPO; CONECTOR DAñADO
ENE 2026 Q1,C16863,SIN INTERNET,2,2026-01-10 17:32:00; 2026-01-10 21:55:00,FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE
ENE 2026 Q1,C16870,FALLA LOS,3,2025-12-30 09:12:00; 2026-01-06 09:23:00; 2026-01-13 10:17:00,CONECTOR DAñADO
ENE 2026 Q1,C17871,NO NAVEGA EN CIERTAS PAGINAS,3,2026-01-11 16:30:00; 2026-01-14 08:51:00; 2026-01-14 10:00:00,CAMBIO DE VLAN; CAMBIO DE IP
ENE 2026 Q1,C18469,SIN INTERNET,3,2026-01-03 12:55:00; 2026-01-03 15:27:00; 2026-01-15 19:49:00,FALLA GENERAL; CONFIGURACION DE EQUIPO; FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE
ENE 2026 Q1,C1871,SIN INTERNET,3,2026-01-05 01:32:00; 2026-01-05 08:12:00; 2026-01-07 20:40:00,FALLA GENERAL; EQUIPO DAñADO
ENE 2026 Q1,C19014,CAIDAS SEGUIDAS DE INTERNET,2,2026-01-02 09:40:00; 2026-01-02 13:20:00,CAMBIO DE VLAN
ENE 2026 Q1,C19269,NO NAVEGA EN CIERTAS PAGINAS,3,2026-01-05 09:40:00; 2026-01-07 16:01:00; 2026-01-08 14:48:00,CAMBIO DE VLAN
ENE 2026 Q1,C19431,SIN INTERNET,2,2026-01-13 10:18:00; 2026-01-15 15:46:00,FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE; FALLA GENERAL
ENE 2026 Q1,C1974,INTERNET LENTO,2,2026-01-13 15:45:00; 2026-01-13 16:51:00,FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE
ENE 2026 Q1,C20252,NO NAVEGA EN CIERTAS PAGINAS,2,2026-01-07 08:13:00; 2026-01-07 09:14:00,CLIENTE NO CONTESTA; CONFIGURACION DE EQUIPO
ENE 2026 Q1,C21284,INTERNET LENTO,2,2026-01-07 11:46:00; 2026-01-07 15:56:00,CAMBIO DE VLAN; FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE
ENE 2026 Q1,C21325,SIN INTERNET,2,2026-01-03 14:20:00; 2026-01-03 15:20:00,FALLA GENERAL; FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE
ENE 2026 Q1,C21587,SIN INTERNET,2,2026-01-03 16:11:00; 2026-01-03 17:36:00,CONFIGURACION DE EQUIPO; FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE
ENE 2026 Q1,C2348,SIN INTERNET,2,2026-01-14 08:49:00; 2026-01-14 10:07:00,REINICIAR EQUIPO
ENE 2026 Q1,C25646,NO NAVEGA EN CIERTAS PAGINAS,4,2026-01-06 17:51:00; 2026-01-10 11:32:00; 2026-01-10 15:37:00; 2026-01-12 16:52:00,CLIENTE NO CONTESTA; CAMBIO DE VLAN
ENE 2026 Q1,C26401,INTERNET LENTO,2,2026-01-13 21:27:00; 2026-01-14 12:39:00,REINICIAR EQUIPO; ATAQUE DHCP
ENE 2026 Q1,C27435,SIN INTERNET,3,2026-01-01 13:37:00; 2026-01-01 15:14:00; 2026-01-01 19:55:00,CLIENTE NO CONTESTA; FALLA EN LA RED INTERNA
ENE 2026 Q1,C28134,SIN INTERNET,2,2026-01-11 08:10:00; 2026-01-11 08:33:00,FALLA EN LA RED INTERNA
ENE 2026 Q1,C28762,SIN INTERNET,2,2026-01-05 01:32:00; 2026-01-05 06:21:00,FALLA GENERAL
ENE 2026 Q1,C28819,FALLA LOS,2,2026-01-06 19:05:00; 2026-01-12 16:19:00,CONECTOR DAñADO
ENE 2026 Q1,C29986,INTERNET LENTO,3,2026-01-04 08:56:00; 2026-01-04 20:59:00; 2026-01-13 19:01:00,REINICIAR EQUIPO; CAMBIO DE VLAN
ENE 2026 Q1,C31807,INTERNET LENTO,2,2026-01-06 11:48:00; 2026-01-07 11:33:00,CAMBIO DE VLAN; ATAQUE DHCP
ENE 2026 Q1,C32516,FALLA LOS,2,2025-12-30 09:52:00; 2026-01-05 08:37:00,CONECTOR DAñADO
ENE 2026 Q1,C34652,SIN INTERNET,2,2026-01-03 13:11:00; 2026-01-03 14:40:00,FALLA GENERAL
ENE 2026 Q1,C34695,SIN INTERNET,2,2026-01-15 05:31:00; 2026-01-15 07:12:00,FALLA GENERAL
ENE 2026 Q1,C34765,FALLA LOS,2,2026-01-05 18:50:00; 2026-01-08 09:06:00,CONECTOR DAñADO
ENE 2026 Q1,C35254,INTERNET LENTO,2,2026-01-11 12:54:00; 2026-01-14 14:04:00,CAMBIO DE VLAN
ENE 2026 Q1,C3579,SIN INTERNET,2,2026-01-08 07:11:00; 2026-01-08 14:21:00,REINICIAR EQUIPO; FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE
ENE 2026 Q1,C36126,SIN INTERNET,2,2026-01-12 09:51:00; 2026-01-12 16:13:00,RED WIFI OCULTA; CLIENTE NO CONTESTA
ENE 2026 Q1,C37851,INTERNET LENTO,3,2026-01-09 22:40:00; 2026-01-11 18:50:00; 2026-01-14 17:58:00,CAMBIO DE VLAN; CONFIGURACION DE EQUIPO
ENE 2026 Q1,C37869,SIN INTERNET,2,2026-01-06 12:25:00; 2026-01-09 11:54:00,CONFIGURACION DE EQUIPO; FALLA LOS
ENE 2026 Q1,C39687,NO NAVEGA EN CIERTAS PAGINAS,2,2026-01-06 09:13:00; 2026-01-06 11:40:00,CAMBIO DE IP; FALLA LOS
ENE 2026 Q1,C40214,INTERNET LENTO,2,2026-01-07 20:57:00; 2026-01-13 22:00:00,CAMBIO DE CANAL DE FRECUENCIA; REINICIAR EQUIPO
ENE 2026 Q1,C40759,SIN INTERNET,2,2026-01-15 02:11:00; 2026-01-15 08:41:00,FALLA GENERAL
ENE 2026 Q1,C41580,SIN INTERNET,2,2026-01-15 01:02:00; 2026-01-15 09:24:00,FALLA GENERAL
ENE 2026 Q1,C41741,SIN INTERNET,2,2026-01-03 22:16:00; 2026-01-03 22:39:00,FALLA GENERAL
ENE 2026 Q1,C42018,NO NAVEGA EN CIERTAS PAGINAS,4,2026-01-07 08:21:00; 2026-01-08 10:49:00; 2026-01-09 13:59:00; 2026-01-09 16:11:00,DNS ERRADO; REINICIAR EQUIPO; CAMBIO DE IP
ENE 2026 Q1,C43923,SIN INTERNET,2,2026-01-15 14:02:00; 2026-01-15 19:18:00,CONFIGURACION DE EQUIPO; FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE
ENE 2026 Q1,C44081,INTERNET LENTO,2,2026-01-12 20:35:00; 2026-01-12 21:11:00,CAMBIO DE VLAN; FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE
ENE 2026 Q1,C45961,SIN INTERNET,2,2026-01-15 07:46:00; 2026-01-15 07:55:00,FALLA GENERAL
ENE 2026 Q1,C47262,SIN INTERNET,2,2026-01-04 12:40:00; 2026-01-04 18:06:00,FALLA GENERAL; REINICIAR EQUIPO
ENE 2026 Q1,C47686,SIN INTERNET,2,2026-01-04 19:53:00; 2026-01-08 22:42:00,FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE; FALLA GENERAL
ENE 2026 Q1,C47767,INTERNET LENTO,2,2026-01-09 16:41:00; 2026-01-13 17:12:00,FALLA LOS; REINICIAR EQUIPO
ENE 2026 Q1,C48538,CAIDAS SEGUIDAS DE INTERNET,2,2026-01-02 19:31:00; 2026-01-03 22:54:00,REINICIAR EQUIPO; CAMBIO DE VLAN
ENE 2026 Q1,C48640,FALLA LOS,2,2026-01-04 12:00:00,FALLA GENERAL
ENE 2026 Q1,C48640,SIN INTERNET,3,2026-01-03 08:33:00; 2026-01-03 15:01:00; 2026-01-03 22:44:00,FALLA GENERAL
ENE 2026 Q1,C48733,SIN INTERNET,3,2026-01-02 12:48:00; 2026-01-02 14:06:00; 2026-01-05 12:41:00,CLIENTE NO CONTESTA
ENE 2026 Q1,C49052,SIN INTERNET,2,2026-01-04 09:41:00; 2026-01-05 10:40:00,FALLA GENERAL; CLIENTE NO CONTESTA
ENE 2026 Q1,C49070,SIN INTERNET,2,2026-01-03 22:54:00; 2026-01-05 08:51:00,FALLA GENERAL; CONECTOR DAñADO
ENE 2026 Q1,C49095,SIN INTERNET,3,2026-01-04 13:00:00; 2026-01-04 18:06:00; 2026-01-04 19:53:00,FALLA GENERAL; REINICIAR EQUIPO; FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE
ENE 2026 Q1,C49206,SIN INTERNET,2,2026-01-03 15:11:00; 2026-01-09 09:14:00,FALLA GENERAL; FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE
ENE 2026 Q1,C49240,INTERNET LENTO,2,2026-01-07 19:28:00; 2026-01-13 22:17:00,REINICIAR EQUIPO; CAMBIO DE CANAL DE FRECUENCIA
ENE 2026 Q1,C49427,SIN INTERNET,2,2026-01-03 10:00:00; 2026-01-03 17:11:00,FALLA GENERAL
ENE 2026 Q1,C49556,INTERNET LENTO,2,2026-01-06 12:11:00; 2026-01-06 12:12:00,CONFIGURACION DE EQUIPO
ENE 2026 Q1,C49578,SIN INTERNET,2,2026-01-03 12:50:00; 2026-01-08 23:08:00,FALLA GENERAL
ENE 2026 Q1,C49582,SIN INTERNET,2,2026-01-03 22:54:00; 2026-01-04 11:40:00,FALLA GENERAL
ENE 2026 Q1,C49691,SIN INTERNET,9,2026-01-03 08:22:00; 2026-01-03 12:51:00; 2026-01-03 13:51:00; 2026-01-03 22:44:00; 2026-01-04 08:11:00; 2026-01-05 11:00:00; 2026-01-09 05:43:00; 2026-01-09 06:50:00; 2026-01-09 10:07:00,FALLA GENERAL; FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE
ENE 2026 Q1,C49876,FALLA LOS,2,2026-01-03 15:21:00; 2026-01-03 17:01:00,FALLA GENERAL
ENE 2026 Q1,C50196,SIN INTERNET,2,2026-01-03 11:01:00; 2026-01-09 07:45:00,FALLA GENERAL
ENE 2026 Q1,C50457,SIN INTERNET,4,2026-01-03 14:01:00; 2026-01-04 12:40:00; 2026-01-04 18:09:00; 2026-01-09 08:10:00,FALLA GENERAL
ENE 2026 Q1,C5049,SIN INTERNET,2,2026-01-10 14:08:00; 2026-01-10 17:27:00,FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE
ENE 2026 Q1,C5222,INTERNET LENTO,2,2026-01-08 12:03:00; 2026-01-13 21:44:00,CLIENTE NO CONTESTA; REINICIAR EQUIPO
ENE 2026 Q1,C6813,INTERNET LENTO,2,2026-01-05 11:36:00; 2026-01-06 12:50:00,CAMBIO DE VLAN; CLIENTE NO CONTESTA
ENE 2026 Q1,C7602,SIN INTERNET,2,2026-01-04 18:02:00; 2026-01-05 08:12:00,CONFIGURACION DE EQUIPO; FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE
ENE 2026 Q1,C7948,SIN INTERNET,2,2026-01-14 16:37:00; 2026-01-15 10:46:00,CLIENTE NO CONTESTA; FALLA YA SOLVENTADA AL MOMENTO DEL SOPORTE
ENE 2026 Q1,C7971,SIN INTERNET,3,2026-01-09 11:31:00; 2026-01-09 14:11:00; 2026-01-13 09:43:00,CLIENTE NO CONTESTA; CONFIGURACION DE EQUIPO; REINICIAR EQUIPO
ENE 2026 Q1,C8449,INTERNET LENTO,2,2026-01-04 19:52:00; 2026-01-10 13:32:00,DNS ERRADO; CAMBIO DE VLAN
ENE 2026 Q1,C9144,INTERNET LENTO,2,2026-01-12 18:37:00; 2026-01-12 21:02:00,DNS ERRADO; CLIENTE NO CONTESTA
ENE 2026 Q1,C9826,FALLA LOS,2,2026-01-08 17:39:00; 2026-01-14 11:36:00,CONECTOR DAñADO
ENE 2026 Q1,C9978,NO NAVEGA EN CIERTAS PAGINAS,3,2026-01-09 09:38:00; 2026-01-13 12:38:00; 2026-01-14 09:09:00,CONFIGURACION DE EQUIPO; CAMBIO DE VLAN; CLIENTE NO CONTESTA
ENE 2026 Q1,FC1556,FALLA LOS,2,2026-01-02 10:05:00; 2026-01-08 17:09:00,EQUIPO DAñADO; CONECTOR DAñADO
ENE 2026 Q1,FC2322,CAIDAS SEGUIDAS DE INTERNET,2,2026-01-10 10:26:00; 2026-01-13 13:36:00,FALLA EN LA RED INTERNA; CONECTOR DAñADO
ENE 2026 Q1,FH0225,FALLA LOS,2,2026-01-07 08:40:00; 2026-01-12 09:57:00,CONECTOR DAñADO
ENE 2026 Q1,FH4084,FALLA LOS,3,2026-01-06 12:13:00; 2026-01-08 11:48:00; 2026-01-14 08:01:00,EQUIPO DAñADO; CONECTOR DAñADO
ENE 2026 Q1,FM7171,FALLA LOS,2,2026-01-08 09:08:00; 2026-01-10 09:29:00,FALLA LOS; REEMPALME DE HILO
ENE 2026 Q1,G0347,INTERNET LENTO,2,2026-01-13 16:13:00; 2026-01-13 18:37:00,CLIENTE NO CONTESTA; REINICIAR EQUIPO
ENE 2026 Q1,G0964,CAIDAS SEGUIDAS DE INTERNET,2,2026-01-06 08:35:00; 2026-01-12 14:04:00,DNS ERRADO; CLIENTE NO CONTESTA
ENE 2026 Q1,G1597,CAIDAS SEGUIDAS DE INTERNET,2,2026-01-08 20:04:00; 2026-01-07 12:58:00,None; REINICIAR EQUIPO
ENE 2026 Q1,G1711,CAIDAS SEGUIDAS DE INTERNET,2,2026-01-12 15:31:00; 2026-01-13 09:14:00,DNS ERRADO; CAMBIO DE VLAN
ENE 2026 Q1,G2564,INTERNET LENTO,2,2026-01-10 14:57:00; 2026-01-14 12:03:00,EQUIPO APAGADO; CLIENTE NO CONTESTA
ENE 2026 Q1,G3308,CAIDAS SEGUIDAS DE INTERNET,2,2026-01-06 09:04:00; 2026-01-07 12:59:00,CLIENTE NO CONTESTA; CAMBIO DE VLAN
ENE 2026 Q1,G3357,CAIDAS SEGUIDAS DE INTERNET,2,2026-01-06 08:48:00; 2026-01-10 12:30:00,CONFIGURACION DE EQUIPO; CLIENTE NO CONTESTA
ENE 2026 Q1,G4192,CAIDAS SEGUIDAS DE INTERNET,2,2026-01-09 15:41:00; 2026-01-08 11:47:00,None; CLIENTE NO CONTESTA
ENE 2026 Q1,G4332,CAIDAS SEGUIDAS DE INTERNET,2,2026-01-09 14:31:00; 2026-01-13 13:24:00,FALLA GENERAL; FALLA EN LA RED INTERNA
ENE 2026 Q1,GU11462,INTERNET LENTO,2,2026-01-05 11:05:00; 2026-01-05 14:29:00,FALLA EN LA RED INTERNA; FALLA LOS
ENE 2026 Q1,GU11988,USUARIO CLAVE ONT,2,2026-01-09 11:35:00; 2026-01-09 09:53:00,CONFIGURACION DE EQUIPO
ENE 2026 Q1,GU14561,INTERNET LENTO,2,2026-01-09 19:45:00; 2026-01-10 15:27:00,CONECTOR DAñADO; CLIENTE NO CONTESTA
ENE 2026 Q1,GU19554,CAIDAS SEGUIDAS DE INTERNET,2,2026-01-04 21:40:00; 2026-01-06 18:42:00,CAMBIO DE VLAN; CLIENTE NO CONTESTA
ENE 2026 Q1,GU19678,INTERNET LENTO,3,2026-01-01 16:00:00; 2026-01-05 09:11:00; 2026-01-06 16:39:00,CAMBIO DE VLAN; FALLA LOS
